Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
TokenChange,3giZwS3Fugqjsw8C2cXBJcPSy2vJW7WHN1PfDwh9FC6Luts67vu5reWSnMYTd7aYpMac6F2piMkrxAhgNn2zMVvA,1668839237,2022-11-19T06:27:17,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13444886.27856284,13443676.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4XrAJT97QyFPKY4z7bVH5ZRUW5wvvkfnJV2stPbiVaeUh47M29URpNi97JcC1DuQRsw6Qbxne9U7UaYSaDNAsgek,1668839175,2022-11-19T06:26:15,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7714531.211137,7707024.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,5qMR5LDjziW4XV1QdCoc3yUzH24d7yFPF2yek9idLDXU6VTuEwp36ouQ2v6knMrKWhTPgae25XD4hUnZ1hoHdZYg,1668839169,2022-11-19T06:26:09,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13446099.27856284,13444886.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4irkeqXCXSz6NQEXAu2uRaHChRmm62Y223UwY4NyfxyvZPvHyMzeLZ3eaSQ7uXZqUuogf94Bsh8siG1DrCofRGkE,1668839154,2022-11-19T06:25:54,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7722034.211137,7714531.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4A8Je4Azfb91AAJeAN73QV6jucrMiY4UZobcASw5RyRZSEeuErgZmcFPcAHsxw7MytdFMizRkShtqJVQrKMRgTQQ,1668839154,2022-11-19T06:25:54,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13447322.27856284,13446099.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,w6ar9GaTh4qDafJcXuDi5LuvEgpFQSJxT7Fq3y13qi5AHfSZ474V2uTo3Js83TM4tVXKCjqJQYpWRNpnqEyJ1rm,1668839148,2022-11-19T06:25:48,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7729535.211137,7722034.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,66AzyXPfFUnURyc8pmzBBwG9jaKQkwgh2ojGCAweUrSkvCkmYRQ9mpkVkg794box2Au7YKWU4psftdAZZuyDyArj,1668839148,2022-11-19T06:25:48,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13448532.27856284,13447322.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,24g5WjTjXvVqsg8NqNgFsfsUZ8wqJgBWHvLaKR5aCAe23V72fPpwFdf3qEKuTDXMMzj7tPnrhiwHRDdqVwKrbUEd,1668839079,2022-11-19T06:24:39,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7737042.211137,7729535.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4ffG4wiHzBYWvFcJczkbSY6Sw6QEtGF4W7DGkwdYZgX4aBFB9ao99GCTESA7PQsS8iFCYGs7xZD9g3GatneDYGsX,1668839079,2022-11-19T06:24:39,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13449745.27856284,13448532.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,3bT8PiaVGKeqCkfKfDBTTUHLmpw5zLMibKbJhsTi79aEn3qsqJoLkQ8u23cFhrqUH3B5wAgpcrszELe1uget4oTh,1668839059,2022-11-19T06:24:19,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7744545.211137,7737042.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2UygMKpu5dNo9RHeAky8X8x8XN6ZoQAhqx7xzUc5DbS5FNhZfct5diu42dYgpb4NMh2nfYdCtVso164sjvYeEKaB,1668839059,2022-11-19T06:24:19,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13450968.27856284,13449745.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,598iAf1yKzER26U6MTbdi8JHo5P1L5MiEw8v8D2WjGb4N196BQt1iVpnpxckhbRWvY4oAPKm2XYBe5v6XqP48cvD,1668839049,2022-11-19T06:24:09,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7752046.211137,7744545.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2DeyTDdWV9j7cSTWYsSMvWhMXaWjt6Da7GoSLjHzpXy4VLZaFsZ74APnpjYUuqUN9SwDpWKkf8EfvDoRdpEBf69F,1668839049,2022-11-19T06:24:09,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13452178.27856284,13450968.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2MNi11oGgC1LXQBLVAmgUU1BLHcGJM7K9xiverev73rMSVM45U7PTVvxNwFqeXhNLaqrx57VHiDyYHVoXVAiKsqW,1668838984,2022-11-19T06:23:04,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7759553.211137,7752046.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,JMDDcAFFyGNiJhXZEWaZyCsmzbJkaKAs6EtsKr24RC6AZS9YtxhPNgmn5xNYxH4VBi8vCsu3pX2AbMax2XABpfn,1668838984,2022-11-19T06:23:04,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13453391.27856284,13452178.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,44Jex5QGthEVRJpbvuUiBfxXFmgGq8eZq6oyMPgCtPrHB9BePpKSDCrfqEY9fckw89ybcQK2VwhvE7rjXVcszkA4,1668838964,2022-11-19T06:22:44,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7767056.211137,7759553.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,53DG8zmc928Gi96EaNQyKKM762AR67FbgbirjfvyXTHdR6Nvk9DZWEJ9SUzjQFjUGagAfDLegL3vZFoLLgiadVoU,1668838964,2022-11-19T06:22:44,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13454614.27856284,13453391.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,VN9dPX9qMFbQ4rKQCQpp5k12aQ433uuU3yqgF6Zasxhu7wsV59SpStKk6zjx1H9LH1JW8LdSfok21Y8Z23B2VkQ,1668838960,2022-11-19T06:22:40,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7774557.211137,7767056.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4dqVTQvX6uwkTgGMynRVDmxTkWzFVdEWYmTd9u232D9uyVFhtRGvqeGMgZBNGmkUavsWXQBPLVAJENsZUQDCQwZp,1668838960,2022-11-19T06:22:40,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13455824.27856284,13454614.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2RFUz9bV91V1YTA3XeKCSAwR8qVnExjoY2GGH1ZRAnPmF2DYCYLq1swq52iH52z3YZ4eK3TC1zDjfpiPAr1HCsa7,1668838889,2022-11-19T06:21:29,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7782064.211137,7774557.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4FGo3yTVWmAmQoS6aa3uYCwv3APLDncJmjy6u7VLGp633Dv5R22YrBCFiVHE8UCJwFAJVuFhZriRP8db5ZzBu3iF,1668838889,2022-11-19T06:21:29,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13457037.27856284,13455824.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,DHBSa8gG61guyDw9pNfCNHhpa6m2iANW3Yfosg3oXGB17kHiivByNmuC27wiTC5ziw669R6x33EyXcuKv8c3eMj,1668838874,2022-11-19T06:21:14,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7789567.211137,7782064.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4HfGVh8Umgz7BHHB3ESc8uuLsKSg2WPUC4nxUpKpAUnkqSP31AXKig29tMtAB9w6Xur5QufDm7fsJUdAViyPqUU6,1668838874,2022-11-19T06:21:14,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13458260.27856284,13457037.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,vyMxUfFvcQ4MKBKvH4a1Q3oA75UfuckCwRCjiJSuaeV1icqBTMYUyathyQuj91Pd7egrBaMm2RVrHk5xXbBwqE7,1668838870,2022-11-19T06:21:10,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7797068.211137,7789567.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,3CsToUCDvDkNyjNQxk4Fa4wZWQkDJNo73q1Wh63c3pC6YgGjwBchy4XcDmDSZLYYAtFCtAd47pHdqmCZsEQ3gK8S,1668838865,2022-11-19T06:21:05,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13459470.27856284,13458260.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4rQNDXSH5HBwipyTX8EhxopUXddrre2uujLxDne9UJGdefQUzbPELDLYc5dbx7zr4kh1JowDGWKMnj24XnJFgRDR,1668838794,2022-11-19T06:19:54,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7804575.211137,7797068.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4G47M1wWjNpNH5M1B6WTXPsQS4xjEUNe5VsBM348rmTqaTJ4pGu56Vy7jFiep39AGECAoh6MpKqeMTYX9nxtJDka,1668838794,2022-11-19T06:19:54,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13460683.27856284,13459470.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,iCPGsKTs6TYdQR7vVyaGMhi59LFkCz7t59YE8jvFr8TPmdD9ZWBUMpRKYkXubSmxEAwxqVqcjNhjuHzQPmX57UR,1668838784,2022-11-19T06:19:44,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7812078.211137,7804575.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,TD5m8PeycdhxidDaW11VWgSCFEMijsiKBG6xEEYQDmffsJYihxD2hpdH6RVXNmhYbqosc4ijgEDQq45rrcgb8xy,1668838784,2022-11-19T06:19:44,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13461906.27856284,13460683.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4qWL2ZLn9MN5x6sJqtjhhirYAWP8RoWJpFuR3WNRYkQPP5DhNXZcPmD9pjDZJwqNhTp27XPGoAPXeJR4h8bxeHaM,1668838779,2022-11-19T06:19:39,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7819579.211137,7812078.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,5oXH2ima3w96T8uaQhV7a3FdZ3he34Ys2pkNhz6FL5sAdYom2smQp1wc7AVKbwhxfUoEGXH1Bq1q9h26RZ5v2i2E,1668838779,2022-11-19T06:19:39,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13463116.27856284,13461906.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2q9rDhBVD6qczaNbqkBtzCfTGAatdG2m9aHKUVu8atkafyC7rdFUU6kVRxgf8XyB3iYp7q98tkUkAKGc3FpmL3cw,1668838706,2022-11-19T06:18:26,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7827086.211137,7819579.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4gYwQR22QnaPH4dNk4votiKCxiTqY4TFDC9pdpvoGJBnUMtnRiAkah24Tu3c3HHPX8etcXfvhHcfQyHE7UcmZTEC,1668838706,2022-11-19T06:18:26,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13464329.27856284,13463116.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,csUiiqySpFeSVHNTfoXhC6DSvUPvqc5uuNaMZb6FYgKaLXaq2vwq8ithVKTPFgdp5B64PjFvvbsfLMmQ67GLUkS,1668838694,2022-11-19T06:18:14,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7834589.211137,7827086.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2ZgpvbysLjCcnZJSwgd6FMqZpQfWKhGNqXkS8bFV2sj8xAxto6zumBcvLCzK8pvAwVqBX7THUXTNtA1AvaUtVT1s,1668838694,2022-11-19T06:18:14,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13465552.27856284,13464329.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,QjNw8ivwqQB6J8PUZevCw3fCtkAJQ6FtaX3rnZck6WGzbGwRaZGXfLbKG8gDFAaTmxb1fKDLjoraUePC9FVGSF8,1668838689,2022-11-19T06:18:09,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7842090.211137,7834589.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,N4aJZisgDqPB52jwqBiDZF13H3ejZrGj48YZVVGpmoQUVTB6e543nDYkvyDc8jPdmaF9RvTu8t1RLh2Xkpymumy,1668838685,2022-11-19T06:18:05,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13466762.27856284,13465552.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2yikuGhb1atogxJSStuqK1kVLJEDMjGxdr5ND2roCTrDWXVM9kM8b5jBVPyVHRtdBM5eJm6654QvBPHbwukpgSMG,1668838614,2022-11-19T06:16:54,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13467975.27856284,13466762.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4GVXShooWfGHChUYAQXKUohdo2kHvwbwdAWJY4uZ2ZLLxkxmQ38ywVZqyXTbiZB4D3oGmhMA5ewSN4xFfAz7ktT6,1668838612,2022-11-19T06:16:52,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7849593.211137,7842090.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2wmUaTb5KBWs73n7MhAur3eCnpY1DxsRExMkUzNEHVxt29hguVuB5dLaZszPVLzweXET917TvSjARn7uDxuLSZPs,1668838609,2022-11-19T06:16:49,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13469198.27856284,13467975.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2MbsgYkoDVyD9AcwUsiFiHsC81i42gEJcFT8tidmGPsRJ3fXY1y4AfynUvXAZQxkDZLZVGsq2X6hoz1EwsrFRx7s,1668838597,2022-11-19T06:16:37,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7857094.211137,7849593.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,3T3PFbT3yqweDXY8SAdyhxSwNcebZzm7EtT4DZFJW2bkPa3NX2APXaZibuLoUwYSXWwLARxHzm125W8htNj52XBk,1668838597,2022-11-19T06:16:37,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13470408.27856284,13469198.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2dTGfvqyWCfdjQUgdLtJzWJfexcfg4MhkkjuvnTJwFUAQGCoipZdLpadhcHrhq7Bk7FewPQUndPb9pDAZFP8hqBK,1668838528,2022-11-19T06:15:28,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7864601.211137,7857094.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,5YsqoCkLxxL9dX3S8bJDubVXXK3S5BFdSh1cTwKZcwcuGoorbnoPPrwnouSPLo7YJgjnBzzMWTGWabbBZK7sBbnU,1668838528,2022-11-19T06:15:28,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13471621.27856284,13470408.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,2zaZ3icf1FTvtz2cAsWRnm5xAJ7Aouy2zJHDXxG7S39rQeanK8NDHhgMoYQ7ovmoeymmK2vT7fmGb7vBmUQ5QFYR,1668838515,2022-11-19T06:15:15,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7872104.211137,7864601.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,53tRLsqp3tN6zqxrYsVqmQq4gZWkxZyvcu3QLLjkBgCFKKhvUr8wNc9CZes7oJXkRYku7BtC1JcdEuyLa4LVE9m7,1668838514,2022-11-19T06:15:14,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13472844.27856284,13471621.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4n8Z4GTT6JFJmhMAwQpjb7ZUona6exbPtryeqXJWPvWJq13CNvk7fyLbPP7Fw2ctVRVDGWqXpqnoXUUUvZXNDf24,1668838505,2022-11-19T06:15:05,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7879605.211137,7872104.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,2r8jfd7dePxBidzbcqKJEPGUhrWFxe1cgYFhqebM3gaJmFzor393ePK1s4orrGe3JhpJpwpauCaHWbdQrmydV2tt,1668838504,2022-11-19T06:15:04,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13474054.27856284,13472844.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,4Q6VtKWU2fcfVCKLyCfV6BprdVndHBEdfszmCGNw4pBPHA6Q6PCSeth5icoGeinFFHhqxAD7ovJTxmr1QHsvC35H,1668838429,2022-11-19T06:13:49,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7887112.211137,7879605.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,42V1aJHi7t7o9TWCWFX1FgFtvHuCiZzt4MYJBs9zgRZLDEt2MCJWoSvYf2VPNPQW859KZ7emWj15zPp1322CMQvZ,1668838429,2022-11-19T06:13:49,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13475267.27856284,13474054.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,5KZGS6jx3SKVf9Nt9udnDaobHsJCtWDjM4eQ9EnGQAqvYySvGHEPpYmBmZHgWXUQLJm2EBQBZmf9kxu5pQVQr1n5,1668838419,2022-11-19T06:13:39,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7894615.211137,7887112.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,5YWDxHhStJMV6pwmujkWGHJamxEXVvC7f3d3zBaFgxZe3cNUVb5szzuSNLrfChSXwsxAey5RJyaRJbH8XsoW41Lk,1668838414,2022-11-19T06:13:34,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13476490.27856284,13475267.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,qbJJzMrZodTsK5pvTSfwakiVggdnAeMzbhSNtqphR8C46QLKQU8vPj7DzkCQUDSoHdFDiedPSsMXsiehQEFZgX3,1668838400,2022-11-19T06:13:20,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7501,7902116.211137,7894615.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,4Pny9o5h4V9h9GyLqEQjUfoVMTmpdsDszmkR2osd1bMceMGdnJzXCpSCdf18ME88RzHG9f12qsfQMGZ8qYTwgkVp,1668838400,2022-11-19T06:13:20,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1210,13477700.27856284,13476490.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,3PssQVV8HCvRoqSMBUq7PQXLzjtpJMpNTndK8WnirYRy9rqp1DnApggpazShHEgMdUM2c5kSW7rbZ1sf3A5NgZ6y,1668838335,2022-11-19T06:12:15,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7507,7909623.211137,7902116.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,3kFHGAGtChMtXTQx84zNRiywAvg7nUuawAGgzcE95HhU1wMHRrbwnttEpQvKjoWZkFsHye8bxh1nUV85v8G1UR4Y,1668838335,2022-11-19T06:12:15,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1213,13478913.27856284,13477700.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
TokenChange,5Njb7edMGFnpc4d2kP6FkeKAKfMXXP3dpmhP6SDhTjf5esLcfBxzue3WWotpakHANdbDdVbpVkzgwxvEpwyg7rHk,1668838329,2022-11-19T06:12:09,0.000005,5wNu2d1Yv2sNHeQNTxJmT6XzpSGnjEaE86Hx1uE4nN47,dec,-7503,7917126.211137,7909623.211137,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,Saber Protocol Token,SBR,,,
TokenChange,3Y5EgX5qoKQ4TajsvJKB1iP6fU9iVu9es22i22wbfEHNJL5NZVWGFrSMzRnHHMBX7PHsHb67QYQ1T1pyXKNuAbcE,1668838329,2022-11-19T06:12:09,0.000005,HwBeiVVx9jsoKiCpArz6f3jPDbnEkYZTu1wKVU6UjzGb,dec,-1223,13480136.27856284,13478913.27856284,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,ZEBEC,ZBC,,,
